call_id,actor_id,gender,emotion,emotion_confidence,sentiment,sentiment_score,duration_sec,csat_score,risk_flag,transcript
1022_IEO_ANG_HI.wav,1022,Female,angry,1,NEGATIVE,-0.886,3.14,5.7,1,It's 11 o'clock!
1022_IEO_ANG_LO.wav,1022,Female,angry,1,NEGATIVE,-0.741,1.8,12.95,1,It's 11 o'clock.
1022_IEO_ANG_MD.wav,1022,Female,angry,0.999,NEGATIVE,-0.838,2.5,8.1,1,It's 11 o'clock!
1022_IEO_DIS_HI.wav,1022,Female,disgust,0.957,NEGATIVE,-0.898,2.1,5.1,0,It's alone at clock.
1022_IEO_DIS_LO.wav,1022,Female,disgust,0.881,NEGATIVE,-0.805,2.14,9.75,0,It's a love in the clock.
1022_IEO_DIS_MD.wav,1022,Female,disgust,0.931,NEGATIVE,-0.77,2.34,11.5,0,It's the love of the clock.
1022_IEO_FEA_HI.wav,1022,Female,fearful,0.548,NEGATIVE,-0.826,2.3,8.7,0,It's eleven o'clock.
1022_IEO_FEA_LO.wav,1022,Female,sad,0.424,NEGATIVE,-0.844,1.9,7.8,0,It's 11 o'clock.
1022_IEO_FEA_MD.wav,1022,Female,sad,0.808,NEGATIVE,-0.711,2.2,14.45,0,It's 11 o'clock.
1022_IEO_HAP_HI.wav,1022,Female,happy,0.996,POSITIVE,0.771,1.84,88.55,0,It's a love-knock-lock.
1022_IEO_HAP_LO.wav,1022,Female,happy,0.952,POSITIVE,0.817,1.97,90.85,0,It's 11 o'clock.
1022_IEO_HAP_MD.wav,1022,Female,happy,0.82,POSITIVE,0.793,1.97,89.65,0,It's 11 o'clock.
1022_IEO_NEU_XX.wav,1022,Female,neutral,0.964,NEUTRAL,0.059,1.7,52.95,0,It's 11 o'clock
1022_IEO_SAD_HI.wav,1022,Female,disgust,0.502,NEGATIVE,-0.806,2.28,9.7,0,12 o'clock
1022_IEO_SAD_LO.wav,1022,Female,sad,0.92,NEGATIVE,-0.828,1.87,8.6,0,It's a lot of my clock.
1022_IEO_SAD_MD.wav,1022,Female,sad,0.716,NEGATIVE,-0.8,2.67,10,0,It's the 11 o'clock.
1022_IOM_ANG_XX.wav,1022,Female,angry,1,NEGATIVE,-0.701,2.8,14.95,1,on my way to the meeting.
1022_IOM_DIS_XX.wav,1022,Female,disgust,0.997,NEGATIVE,-0.709,2.64,14.55,0,I'm on my way to the meeting.
1022_IOM_FEA_XX.wav,1022,Female,fearful,0.841,NEGATIVE,-0.775,2.67,11.25,0,I'm on my way to the meeting.
1022_IOM_HAP_XX.wav,1022,Female,happy,0.965,POSITIVE,0.72,2.44,86,0,I'm on my way to the meeting.
1022_IOM_NEU_XX.wav,1022,Female,happy,0.45,POSITIVE,0.862,2.27,93.1,0,I'm on my way to the meeting.
1022_IOM_SAD_XX.wav,1022,Female,sad,0.62,NEGATIVE,-0.864,2.47,6.8,0,I'm on my way to the meeting.
1022_ITH_ANG_XX.wav,1022,Female,angry,0.997,NEGATIVE,-0.797,3.24,10.15,1,I think I have a doctor's appointment.
1022_ITH_DIS_XX.wav,1022,Female,disgust,0.992,NEGATIVE,-0.898,2.74,5.1,0,I think I have a doctor's appointment.
1022_ITH_FEA_XX.wav,1022,Female,fearful,0.984,NEGATIVE,-0.732,2.28,13.4,0,I think I have a doctor's appointment.
1022_ITH_HAP_XX.wav,1022,Female,disgust,0.477,NEGATIVE,-0.724,2.87,13.8,0,I think I have a doctor's appointment.
1022_ITH_NEU_XX.wav,1022,Female,neutral,0.984,NEUTRAL,0.099,2.9,54.95,0,I think I have a doctor's appointment.
1022_ITH_SAD_XX.wav,1022,Female,sad,0.657,NEGATIVE,-0.839,2.94,8.05,0,I think I have a doctor's appointment.
1022_ITS_ANG_XX.wav,1022,Female,angry,0.927,NEGATIVE,-0.894,2.44,5.3,1,I think I've seen this before.
1022_ITS_DIS_XX.wav,1022,Female,disgust,0.987,NEGATIVE,-0.883,2.6,5.85,0,I think I've seen this before.
1022_ITS_FEA_XX.wav,1022,Female,fearful,0.837,NEGATIVE,-0.856,2.44,7.2,0,I think I've seen this before.
1022_ITS_HAP_XX.wav,1022,Female,happy,0.998,POSITIVE,0.875,2.34,93.75,0,Think I've seen this before.
1022_ITS_NEU_XX.wav,1022,Female,neutral,0.969,NEUTRAL,0.1,2.64,55,0,I think I've seen this before.
1022_ITS_SAD_XX.wav,1022,Female,disgust,0.408,NEGATIVE,-0.887,2.3,5.65,0,I think I've seen this before.
1022_IWL_ANG_XX.wav,1022,Female,angry,0.995,NEGATIVE,-0.798,2.6,10.1,1,I would like a new alarm clock!
1022_IWL_DIS_XX.wav,1022,Female,disgust,0.992,NEGATIVE,-0.828,2.57,8.6,0,I would like a new alarm clock.
1022_IWL_FEA_XX.wav,1022,Female,fearful,0.829,NEGATIVE,-0.783,2.6,10.85,0,I was like a new alarm clock.
1022_IWL_HAP_XX.wav,1022,Female,happy,0.559,POSITIVE,0.71,2.8,85.5,0,I would like a new lock lock.
1022_IWL_NEU_XX.wav,1022,Female,neutral,0.591,NEUTRAL,-0.038,2.64,48.1,0,I would like a new alarm clock.
1022_IWL_SAD_XX.wav,1022,Female,sad,0.883,NEGATIVE,-0.745,2.57,12.75,0,I would like a new alarm clock.
1022_IWW_ANG_XX.wav,1022,Female,angry,0.999,NEGATIVE,-0.83,2.47,8.5,1,I wonder what this is about?
1022_IWW_DIS_XX.wav,1022,Female,disgust,0.998,NEGATIVE,-0.78,2.4,11,0,I wonder what this is about
1022_IWW_FEA_XX.wav,1022,Female,fearful,0.799,NEGATIVE,-0.88,1.9,6,0,I wonder what this is about?
1022_IWW_HAP_XX.wav,1022,Female,disgust,0.423,NEGATIVE,-0.762,2,11.9,0,I don't know what this is about.
1022_IWW_NEU_XX.wav,1022,Female,neutral,0.988,NEUTRAL,-0.017,1.94,49.15,0,I wonder what this is about.
1022_IWW_SAD_XX.wav,1022,Female,sad,0.894,NEGATIVE,-0.859,2.27,7.05,0,I wonder what this is about
1022_MTI_ANG_XX.wav,1022,Female,angry,1,NEGATIVE,-0.821,3.17,8.95,1,Maybe tomorrow it will be cold.
1022_MTI_DIS_XX.wav,1022,Female,disgust,0.99,NEGATIVE,-0.722,3.17,13.9,0,Maybe tomorrow it will be cold.
1022_MTI_FEA_XX.wav,1022,Female,fearful,0.856,NEGATIVE,-0.723,3.04,13.85,0,Maybe tomorrow it will be cold.
1022_MTI_HAP_XX.wav,1022,Female,happy,0.965,POSITIVE,0.739,2.64,86.95,0,Maybe tomorrow will be cold.
1022_MTI_NEU_XX.wav,1022,Female,neutral,0.998,NEUTRAL,0.092,2.67,54.6,0,Maybe tomorrow it will be cold.
1022_MTI_SAD_XX.wav,1022,Female,sad,0.486,NEGATIVE,-0.74,2.87,13,0,that he would do that.
1022_TAI_ANG_XX.wav,1022,Female,angry,1,NEGATIVE,-0.706,3.37,14.7,1,The airplane is almost full.
1022_TAI_DIS_XX.wav,1022,Female,disgust,0.99,NEGATIVE,-0.881,3.1,5.95,0,The airplane is almost full.
1022_TAI_FEA_XX.wav,1022,Female,fearful,0.843,NEGATIVE,-0.859,2.8,7.05,0,The airplane is almost full.
1022_TAI_HAP_XX.wav,1022,Female,happy,1,POSITIVE,0.747,2.64,87.35,0,The airplane is almost full.
1022_TAI_NEU_XX.wav,1022,Female,neutral,0.992,NEUTRAL,-0.06,2.34,47,0,The airplane is almost full.
1022_TAI_SAD_XX.wav,1022,Female,fearful,0.534,NEGATIVE,-0.73,2.74,13.5,0,The airplane is almost full.
1022_TIE_ANG_XX.wav,1022,Female,angry,0.957,NEGATIVE,-0.895,3.94,5.25,1,That is exactly what happened.
1022_TIE_DIS_XX.wav,1022,Female,disgust,1,NEGATIVE,-0.755,4.17,12.25,0,That is exactly what happened.
1022_TIE_FEA_XX.wav,1022,Female,fearful,0.998,NEGATIVE,-0.87,3.44,6.5,0,That is exactly what happened.
1022_TIE_HAP_XX.wav,1022,Female,happy,0.991,POSITIVE,0.743,3.44,87.15,0,That is exactly what happened.
1022_TIE_NEU_XX.wav,1022,Female,neutral,0.64,NEUTRAL,-0.026,3,48.7,0,That is exactly what happened.
1022_TIE_SAD_XX.wav,1022,Female,disgust,0.712,NEGATIVE,-0.77,4.24,11.5,0,That is exactly what happened.
1022_TSI_ANG_XX.wav,1022,Female,angry,0.999,NEGATIVE,-0.85,2.67,7.5,1,The surface is slick!
1022_TSI_DIS_XX.wav,1022,Female,disgust,0.976,NEGATIVE,-0.774,2,11.3,0,The surface is slick.
1022_TSI_FEA_XX.wav,1022,Female,fearful,0.438,NEGATIVE,-0.729,1.97,13.55,0,The surface is slick.
1022_TSI_HAP_XX.wav,1022,Female,happy,0.983,POSITIVE,0.72,2.28,86,0,The surface is slick.
1022_TSI_NEU_XX.wav,1022,Female,neutral,0.998,NEUTRAL,-0.045,2.17,47.75,0,The surface is slick.
1022_TSI_SAD_XX.wav,1022,Female,sad,0.879,NEGATIVE,-0.859,2.54,7.05,0,The surface is slick.
1022_WSI_ANG_XX.wav,1022,Female,angry,0.918,NEGATIVE,-0.825,2.24,8.75,1,We'll stop in a couple of minutes.
1022_WSI_DIS_XX.wav,1022,Female,disgust,0.769,NEGATIVE,-0.766,2.84,11.7,0,We'll stop in a couple of minutes.
1022_WSI_FEA_XX.wav,1022,Female,fearful,0.989,NEGATIVE,-0.731,2.7,13.45,0,We'll stop in a couple of minutes.
1022_WSI_HAP_XX.wav,1022,Female,happy,0.85,POSITIVE,0.874,2.8,93.7,0,We'll stop in a couple of minutes.
1022_WSI_NEU_XX.wav,1022,Female,neutral,0.933,NEUTRAL,0.048,3,52.4,0,We'll stop in a couple of minutes.
1022_WSI_SAD_XX.wav,1022,Female,sad,0.864,NEGATIVE,-0.716,3.24,14.2,0,I'll stop in a couple of minutes.
1023_DFA_ANG_XX.wav,1023,Male,angry,0.991,NEGATIVE,-0.793,2.47,10.35,1,Don't forget a jacket!
1023_DFA_DIS_XX.wav,1023,Male,neutral,0.855,NEUTRAL,-0.052,1.53,47.4,0,Don't forget a jacket.
1023_DFA_FEA_XX.wav,1023,Male,fearful,0.78,NEGATIVE,-0.803,2,9.85,0,Don't forget a jacket!
1023_DFA_HAP_XX.wav,1023,Male,happy,0.999,POSITIVE,0.77,1.87,88.5,0,Don't forget to jack it!
1023_DFA_NEU_XX.wav,1023,Male,neutral,0.997,NEUTRAL,0.06,2.1,53,0,Don't forget a jacket.
1023_DFA_SAD_XX.wav,1023,Male,sad,0.954,NEGATIVE,-0.728,1.8,13.6,0,Don't forget to jack it.
1023_IEO_ANG_HI.wav,1023,Male,angry,1,NEGATIVE,-0.738,2.04,13.1,1,It's 11 o'clock!
1023_IEO_ANG_LO.wav,1023,Male,angry,0.953,NEGATIVE,-0.834,1.74,8.3,1,It's 11 o'clock
1023_IEO_ANG_MD.wav,1023,Male,angry,0.932,NEGATIVE,-0.708,1.87,14.6,1,It's 11 o'clock!
1023_IEO_DIS_HI.wav,1023,Male,disgust,0.685,NEGATIVE,-0.784,2.57,10.8,0,It's 11 o'clock.
1023_IEO_DIS_LO.wav,1023,Male,sad,0.666,NEGATIVE,-0.759,1.63,12.05,0,It's around a clock.
1023_IEO_DIS_MD.wav,1023,Male,angry,0.563,NEGATIVE,-0.888,1.53,5.6,1,It's 11 o'clock!
1023_IEO_FEA_HI.wav,1023,Male,fearful,0.993,NEGATIVE,-0.829,2.17,8.55,0,It's 11 o'clock!
1023_IEO_FEA_LO.wav,1023,Male,neutral,0.906,NEUTRAL,-0.042,1.4,47.9,0,It's 11 o'clock.
1023_IEO_FEA_MD.wav,1023,Male,fearful,0.78,NEGATIVE,-0.722,2.14,13.9,0,It's 11 o'clock.
1023_IEO_HAP_HI.wav,1023,Male,happy,1,POSITIVE,0.764,1.7,88.2,0,It's about to clock!
1023_IEO_HAP_LO.wav,1023,Male,happy,0.999,POSITIVE,0.779,1.6,88.95,0,Can you tell them the clock?
1023_IEO_HAP_MD.wav,1023,Male,happy,0.99,POSITIVE,0.876,1.6,93.8,0,It's 11 o'clock.
1023_IEO_NEU_XX.wav,1023,Male,neutral,0.883,NEUTRAL,0.022,1.97,51.1,0,It's 11 o'clock
1023_IEO_SAD_HI.wav,1023,Male,sad,0.796,NEGATIVE,-0.785,3.04,10.75,0,It's a lot of knock-off.
1023_IEO_SAD_LO.wav,1023,Male,sad,0.961,NEGATIVE,-0.7,1.77,15,0,200 o'clock
1023_IEO_SAD_MD.wav,1023,Male,sad,0.512,NEGATIVE,-0.738,2.3,13.1,0,It's a little clock.
1023_IOM_ANG_XX.wav,1023,Male,angry,1,NEGATIVE,-0.711,2.27,14.45,1,I'm on my way to the meeting!
1023_IOM_DIS_XX.wav,1023,Male,angry,0.442,NEGATIVE,-0.806,2.28,9.7,1,I'm on my way to the meeting.
1023_IOM_FEA_XX.wav,1023,Male,fearful,0.831,NEGATIVE,-0.741,2.28,12.95,0,I'm on my way to the meeting.
1023_IOM_HAP_XX.wav,1023,Male,happy,1,POSITIVE,0.774,2.3,88.7,0,I'm on that way to the meeting.
1023_IOM_NEU_XX.wav,1023,Male,neutral,0.891,NEUTRAL,0.012,2.3,50.6,0,I'm on my way to the meeting.
1023_IOM_SAD_XX.wav,1023,Male,sad,0.89,NEGATIVE,-0.722,2.1,13.9,0,Among my way to the meeting
1023_ITH_ANG_XX.wav,1023,Male,angry,0.999,NEGATIVE,-0.712,2.7,14.4,1,I think I have a doctor's appointment.
1023_ITH_DIS_XX.wav,1023,Male,disgust,0.884,NEGATIVE,-0.706,2.37,14.7,0,I think I have a doctor's appointment.
1023_ITH_FEA_XX.wav,1023,Male,happy,0.899,POSITIVE,0.714,1.84,85.7,0,I think I have a doctor's appointment.
1023_ITH_HAP_XX.wav,1023,Male,happy,0.997,POSITIVE,0.764,2.14,88.2,0,I think I have a doctor's appointment.
1023_ITH_NEU_XX.wav,1023,Male,neutral,0.964,NEUTRAL,-0.073,2.5,46.35,0,I think I have a doctor's appointment.
1023_ITH_SAD_XX.wav,1023,Male,sad,0.736,NEGATIVE,-0.794,2.07,10.3,0,I think I have a doctor's appointment.
1023_ITS_ANG_XX.wav,1023,Male,angry,1,NEGATIVE,-0.863,2.8,6.85,1,I think I've seen this before.
1023_ITS_DIS_XX.wav,1023,Male,disgust,0.625,NEGATIVE,-0.857,2.47,7.15,0,I think I've seen this before.
1023_ITS_FEA_XX.wav,1023,Male,fearful,0.994,NEGATIVE,-0.734,2.28,13.3,0,I think I've seen this before.
1023_ITS_HAP_XX.wav,1023,Male,happy,1,POSITIVE,0.808,1.94,90.4,0,I think I've seen this before.
1023_ITS_NEU_XX.wav,1023,Male,neutral,0.99,NEUTRAL,-0.092,2.44,45.4,0,I think I've seen this before.
1023_ITS_SAD_XX.wav,1023,Male,neutral,0.487,NEUTRAL,-0.083,2.34,45.85,0,I think I've seen this before.
1023_IWL_ANG_XX.wav,1023,Male,angry,1,NEGATIVE,-0.801,2.94,9.95,1,I would like a new alarm clock.
1023_IWL_DIS_XX.wav,1023,Male,sad,0.322,NEGATIVE,-0.757,2.64,12.15,0,I would like a new alarm clock.
1023_IWL_FEA_XX.wav,1023,Male,fearful,0.855,NEGATIVE,-0.898,2.37,5.1,0,I would like a new alarm clock.
1023_IWL_HAP_XX.wav,1023,Male,happy,1,POSITIVE,0.851,1.97,92.55,0,I would like a new alarm clock!
1023_IWL_NEU_XX.wav,1023,Male,neutral,0.979,NEUTRAL,-0.069,2.4,46.55,0,I would like a new alarm clock.
1023_IWL_SAD_XX.wav,1023,Male,sad,0.913,NEGATIVE,-0.893,2,5.35,0,I would like anyone not to talk.
1023_IWW_ANG_XX.wav,1023,Male,angry,0.998,NEGATIVE,-0.892,1.8,5.4,1,I wonder what this is about.
1023_IWW_DIS_XX.wav,1023,Male,neutral,0.837,NEUTRAL,-0.091,1.84,45.45,0,I wonder what this is about.
1023_IWW_FEA_XX.wav,1023,Male,neutral,0.86,NEUTRAL,-0.037,1.8,48.15,0,I wonder what this is about.
1023_IWW_HAP_XX.wav,1023,Male,happy,1,POSITIVE,0.777,1.77,88.85,0,I wonder what this is about?
1023_IWW_NEU_XX.wav,1023,Male,neutral,0.993,NEUTRAL,0.005,1.77,50.25,0,I wonder what this is about?
1023_IWW_SAD_XX.wav,1023,Male,fearful,0.527,NEGATIVE,-0.845,2.4,7.75,0,I wonder what this is about.
1023_MTI_ANG_XX.wav,1023,Male,angry,0.986,NEGATIVE,-0.877,2.47,6.15,1,Maybe tomorrow it will be cold.
1023_MTI_DIS_XX.wav,1023,Male,disgust,0.479,NEGATIVE,-0.757,2.28,12.15,0,Maybe tomorrow will be called.
1023_MTI_FEA_XX.wav,1023,Male,fearful,0.868,NEGATIVE,-0.82,2.04,9,0,Maybe tomorrow it will be cold.
1023_MTI_HAP_XX.wav,1023,Male,happy,0.953,POSITIVE,0.78,2,89,0,Maybe tomorrow it will be cold.
1023_MTI_NEU_XX.wav,1023,Male,neutral,0.962,NEUTRAL,-0.074,2.34,46.3,0,Maybe tomorrow it will be cold
1023_MTI_SAD_XX.wav,1023,Male,sad,0.814,NEGATIVE,-0.745,2.14,12.75,0,Maybe tomorrow it will be cold.
1023_TAI_ANG_XX.wav,1023,Male,angry,1,NEGATIVE,-0.898,2.6,5.1,1,The airplane is almost full.
1023_TAI_DIS_XX.wav,1023,Male,disgust,0.911,NEGATIVE,-0.825,2.57,8.75,0,The airplane is almost full.
1023_TAI_FEA_XX.wav,1023,Male,fearful,0.816,NEGATIVE,-0.869,1.94,6.55,0,The airplane is almost full.
1023_TAI_HAP_XX.wav,1023,Male,happy,1,POSITIVE,0.792,1.67,89.6,0,The airplane is almost full.
1023_TAI_NEU_XX.wav,1023,Male,neutral,0.997,NEUTRAL,-0.089,2.07,45.55,0,The airplane is almost full.
1023_TAI_SAD_XX.wav,1023,Male,neutral,0.669,NEUTRAL,-0.04,1.8,48,0,The airplane is almost full.
1023_TIE_ANG_XX.wav,1023,Male,angry,0.996,NEGATIVE,-0.876,2.6,6.2,1,That is exactly what happened!
1023_TIE_DIS_XX.wav,1023,Male,disgust,0.642,NEGATIVE,-0.747,2.9,12.65,0,That is exactly what happened.
1023_TIE_FEA_XX.wav,1023,Male,fearful,0.998,NEGATIVE,-0.79,3.14,10.5,0,That is exactly what happened.
1023_TIE_HAP_XX.wav,1023,Male,happy,0.995,POSITIVE,0.776,2.34,88.8,0,That is exactly what happened.
1023_TIE_NEU_XX.wav,1023,Male,neutral,0.933,NEUTRAL,0.056,2.7,52.8,0,That is exactly what happened.
1023_TIE_SAD_XX.wav,1023,Male,sad,0.538,NEGATIVE,-0.894,3,5.3,0,That is exactly what happened.
1023_TSI_ANG_XX.wav,1023,Male,angry,0.993,NEGATIVE,-0.761,2.67,11.95,1,The surface is slick.
1023_TSI_DIS_XX.wav,1023,Male,disgust,0.498,NEGATIVE,-0.856,2.04,7.2,0,The surface is slick.
1023_TSI_FEA_XX.wav,1023,Male,fearful,0.988,NEGATIVE,-0.885,1.94,5.75,0,The surface is slick.
1023_TSI_HAP_XX.wav,1023,Male,happy,0.99,POSITIVE,0.731,1.87,86.55,0,The surface is slick.
1023_TSI_NEU_XX.wav,1023,Male,neutral,0.986,NEUTRAL,-0.014,2.27,49.3,0,The surface is slick.
1023_TSI_SAD_XX.wav,1023,Male,neutral,0.475,NEUTRAL,-0.088,2.1,45.6,0,The surface is slick.
1023_WSI_ANG_XX.wav,1023,Male,angry,0.961,NEGATIVE,-0.754,2.7,12.3,1,We'll stop in a couple of minutes.
1023_WSI_DIS_XX.wav,1023,Male,fearful,0.344,NEGATIVE,-0.851,2.57,7.45,0,We'll stop in a couple of minutes.
1023_WSI_FEA_XX.wav,1023,Male,fearful,0.872,NEGATIVE,-0.716,2.1,14.2,0,We'll stop for a couple of minutes.
1023_WSI_HAP_XX.wav,1023,Male,happy,0.998,POSITIVE,0.779,1.94,88.95,0,We'll stop in a couple of minutes.
1023_WSI_NEU_XX.wav,1023,Male,neutral,0.887,NEUTRAL,-0.028,2.14,48.6,0,We'll stop in a couple of minutes.
1023_WSI_SAD_XX.wav,1023,Male,sad,0.796,NEGATIVE,-0.896,2.07,5.2,0,must have in a couple of minutes.
1024_DFA_ANG_XX.wav,1024,Female,neutral,0.992,NEUTRAL,-0.014,2.14,49.3,0,Don't forget a jacket
1024_DFA_DIS_XX.wav,1024,Female,neutral,0.558,NEUTRAL,0.083,2.8,54.15,0,Don't forget a jacket.
1024_DFA_FEA_XX.wav,1024,Female,fearful,0.95,NEGATIVE,-0.888,2.14,5.6,0,Don't forget a jacket.
1024_DFA_HAP_XX.wav,1024,Female,happy,0.889,POSITIVE,0.761,1.94,88.05,0,Don't forget a jacket.
1024_DFA_NEU_XX.wav,1024,Female,neutral,0.996,NEUTRAL,0.057,1.8,52.85,0,Don't forget a jacket.
1024_DFA_SAD_XX.wav,1024,Female,neutral,0.736,NEUTRAL,0.043,1.74,52.15,0,Don't forget a jacket.
1024_IEO_ANG_HI.wav,1024,Female,angry,1,NEGATIVE,-0.895,2.5,5.25,1,It's eleven o'clock.
1024_IEO_ANG_LO.wav,1024,Female,happy,0.525,POSITIVE,0.791,1.94,89.55,0,It's 11 o'clock.
1024_IEO_ANG_MD.wav,1024,Female,angry,0.963,NEGATIVE,-0.719,2.07,14.05,1,It's 11 o'clock.
1024_IEO_DIS_HI.wav,1024,Female,disgust,0.997,NEGATIVE,-0.732,3.57,13.4,0,It's 11 o'clock.
1024_IEO_DIS_LO.wav,1024,Female,disgust,0.883,NEGATIVE,-0.804,2.2,9.8,0,It's 11 o'clock.
1024_IEO_DIS_MD.wav,1024,Female,disgust,0.976,NEGATIVE,-0.768,2.74,11.6,0,It's 11 o'clock.
1024_IEO_FEA_HI.wav,1024,Female,fearful,0.97,NEGATIVE,-0.732,2.84,13.4,0,It's 11 o'clock!
1024_IEO_FEA_LO.wav,1024,Female,disgust,0.9,NEGATIVE,-0.863,2.27,6.85,0,It's 11 o'clock.
1024_IEO_FEA_MD.wav,1024,Female,disgust,0.456,NEGATIVE,-0.732,2.9,13.4,0,It's 11 o'clock.
1024_IEO_HAP_HI.wav,1024,Female,happy,0.791,POSITIVE,0.738,2.4,86.9,0,It's 11 o'clock.
1024_IEO_HAP_LO.wav,1024,Female,happy,0.998,POSITIVE,0.864,1.9,93.2,0,It's 11 o'clock.
1024_IEO_HAP_MD.wav,1024,Female,happy,0.862,POSITIVE,0.811,2.1,90.55,0,It's 11 o'clock.
1024_IEO_NEU_XX.wav,1024,Female,neutral,0.911,NEUTRAL,0.018,2.3,50.9,0,It's 11 o'clock.
1024_IEO_SAD_HI.wav,1024,Female,disgust,0.304,NEGATIVE,-0.82,2.04,9,0,It's 11 o'clock.
1024_IEO_SAD_LO.wav,1024,Female,sad,0.459,NEGATIVE,-0.847,2.07,7.65,0,It's 11 o'clock
1024_IEO_SAD_MD.wav,1024,Female,disgust,0.805,NEGATIVE,-0.868,2.9,6.6,0,It's 11 o'clock.
1024_IOM_ANG_XX.wav,1024,Female,angry,0.981,NEGATIVE,-0.855,2.17,7.25,1,I'm on my way to the meeting.
1024_IOM_DIS_XX.wav,1024,Female,disgust,0.856,NEGATIVE,-0.834,2.67,8.3,0,I'm on my way to the meeting.
1024_IOM_FEA_XX.wav,1024,Female,fearful,0.922,NEGATIVE,-0.88,2.14,6,0,Among my wares I'm beating.
1024_IOM_HAP_XX.wav,1024,Female,happy,0.995,POSITIVE,0.712,2.04,85.6,0,I'm on my way to the meeting.
1024_IOM_NEU_XX.wav,1024,Female,neutral,0.989,NEUTRAL,-0.097,1.77,45.15,0,I'm on my way to the meeting.
1024_IOM_SAD_XX.wav,1024,Female,sad,0.476,NEGATIVE,-0.832,2,8.4,0,I'm on my way to the meeting.
1024_ITH_ANG_XX.wav,1024,Female,neutral,0.501,NEUTRAL,0.029,2.74,51.45,0,I think I have a doctor's appointment.
1024_ITH_DIS_XX.wav,1024,Female,disgust,1,NEGATIVE,-0.781,3,10.95,0,I think I have a doctor's appointment.
1024_ITH_FEA_XX.wav,1024,Female,fearful,0.712,NEGATIVE,-0.752,2.9,12.4,0,I think I have a doctor's appointment.
1024_ITH_HAP_XX.wav,1024,Female,happy,0.998,POSITIVE,0.793,2.27,89.65,0,I think I have a doctor's appointment.
1024_ITH_NEU_XX.wav,1024,Female,neutral,0.968,NEUTRAL,-0.019,2.37,49.05,0,I think I have a doctor's appointment.
1024_ITH_SAD_XX.wav,1024,Female,sad,0.565,NEGATIVE,-0.822,2.47,8.9,0,I think I have a doctor's appointment.
1024_ITS_ANG_XX.wav,1024,Female,angry,0.547,NEGATIVE,-0.771,2.34,11.45,1,I think I've seen this before.
1024_ITS_DIS_XX.wav,1024,Female,disgust,0.991,NEGATIVE,-0.713,2.87,14.35,0,I think I've seen this before.
1024_ITS_FEA_XX.wav,1024,Female,happy,0.536,POSITIVE,0.825,2.5,91.25,0,I think I've seen this before.
1024_ITS_HAP_XX.wav,1024,Female,happy,0.972,POSITIVE,0.741,2.4,87.05,0,I think I've seen this before.
1024_ITS_NEU_XX.wav,1024,Female,neutral,0.988,NEUTRAL,-0.029,1.77,48.55,0,I think I've seen this before.
1024_ITS_SAD_XX.wav,1024,Female,disgust,0.526,NEGATIVE,-0.832,2.44,8.4,0,I think I've seen this before.
1024_IWL_ANG_XX.wav,1024,Female,happy,0.737,POSITIVE,0.797,2.6,89.85,0,I would like a new alarm clock.
1024_IWL_DIS_XX.wav,1024,Female,disgust,0.994,NEGATIVE,-0.777,2.57,11.15,0,I would like a new alarm clock.
1024_IWL_FEA_XX.wav,1024,Female,fearful,0.969,NEGATIVE,-0.897,2.5,5.15,0,I would like a new alarm clock.
1024_IWL_HAP_XX.wav,1024,Female,happy,1,POSITIVE,0.855,2.14,92.75,0,I would like a new alarm clock.
1024_IWL_NEU_XX.wav,1024,Female,neutral,1,NEUTRAL,-0.024,2.1,48.8,0,I would like a new alarm clock.
1024_IWL_SAD_XX.wav,1024,Female,sad,0.904,NEGATIVE,-0.756,2.54,12.2,0,I would like a new alarm clock.
1024_IWW_ANG_XX.wav,1024,Female,angry,0.704,NEGATIVE,-0.893,2.57,5.35,1,I wonder what this is about.
1024_IWW_DIS_XX.wav,1024,Female,disgust,0.829,NEGATIVE,-0.879,2.2,6.05,0,I wonder what this is about.
1024_IWW_FEA_XX.wav,1024,Female,fearful,0.674,NEGATIVE,-0.846,2.17,7.7,0,I wonder what this is about.
1024_IWW_HAP_XX.wav,1024,Female,happy,0.997,POSITIVE,0.723,2.07,86.15,0,I wonder what this is about?
1024_IWW_NEU_XX.wav,1024,Female,happy,0.425,POSITIVE,0.879,2.04,93.95,0,I wonder what this is about.
1024_IWW_SAD_XX.wav,1024,Female,fearful,0.81,NEGATIVE,-0.81,2.64,9.5,0,I wonder what this is about.
1024_MTI_ANG_XX.wav,1024,Female,happy,0.707,POSITIVE,0.771,2.44,88.55,0,Maybe tomorrow it will be cold.
1024_MTI_DIS_XX.wav,1024,Female,disgust,0.983,NEGATIVE,-0.78,2.8,11,0,Maybe tomorrow it will be cold.
1024_MTI_FEA_XX.wav,1024,Female,fearful,0.736,NEGATIVE,-0.8,2.64,10,0,Maybe tomorrow it will be cold.
1024_MTI_HAP_XX.wav,1024,Female,happy,0.989,POSITIVE,0.864,2.6,93.2,0,Maybe tomorrow it'll be cold.
1024_MTI_NEU_XX.wav,1024,Female,neutral,0.999,NEUTRAL,0.039,2.1,51.95,0,Maybe tomorrow it will be cold.
1024_MTI_SAD_XX.wav,1024,Female,sad,0.607,NEGATIVE,-0.713,2.67,14.35,0,Maybe tomorrow will be called.
1024_TAI_ANG_XX.wav,1024,Female,angry,0.914,NEGATIVE,-0.868,2.27,6.6,1,the airplane is almost full.
